userID,trajID,poiID,startTime,endTime,#photo,trajLen,poiDuration
10063645@N00,1,11,1160716026,1160716026,1,1,0
10063645@N00,2,2,1162247008,1162247008,1,1,0
10063645@N00,3,11,1162333588,1162333588,1,1,0
10063645@N00,4,16,1162693595,1162693595,1,2,0
10063645@N00,4,21,1162693817,1162693829,2,2,12
10063645@N00,5,15,1163136320,1163136320,1,2,0
10063645@N00,5,20,1163138317,1163138605,6,2,288
10063645@N00,6,11,1164176365,1164176365,1,1,0
10063645@N00,7,10,1164340793,1164341717,14,1,924
10063645@N00,8,15,1165550779,1165550779,1,1,0
10063645@N00,9,15,1166827353,1166827353,1,1,0
10063645@N00,10,11,1168134715,1168134715,1,1,0
10063645@N00,11,11,1168842910,1168842948,3,1,38
10063645@N00,12,15,1169178957,1169180268,6,1,1311
10251761@N04,13,24,1210149776,1210153241,10,1,3465
10259636@N05,14,21,1317435771,1317435771,1,1,0
10259636@N05,15,21,1317782627,1317782627,1,1,0
10259636@N05,16,16,1319236690,1319236690,1,1,0
10259636@N05,17,2,1321921418,1321921418,1,1,0
10259636@N05,18,21,1325901244,1325901244,1,1,0
10259636@N05,19,21,1335948124,1335948124,1,1,0
10259636@N05,20,2,1338763491,1338763491,1,1,0
10259636@N05,21,2,1342868383,1342868383,1,1,0
10338784@N02,22,16,1307794058,1307794058,1,1,0
10338784@N02,23,12,1308359301,1308359301,1,2,0
10338784@N02,23,16,1308359312,1308359312,1,2,0
10354154@N05,24,14,1284090335,1284090335,1,2,0
10354154@N05,24,20,1284088033,1284093963,3,2,5930
10354154@N05,25,20,1284696182,1284696182,1,1,0
10354154@N05,26,1,1346574176,1346591331,24,1,17155
10354154@N05,27,2,1381448794,1381449604,6,1,810
10354154@N05,28,1,1381565991,1381582421,4,2,16430
10354154@N05,28,16,1381560247,1381565841,7,2,5594
10354154@N05,29,2,1381638731,1381638765,2,1,34
10434252@N00,30,11,1342340005,1342340005,1,1,0
10482493@N05,31,2,1382003690,1382003690,1,4,0
10482493@N05,31,16,1381989741,1381990517,3,4,776
10482493@N05,31,20,1381988983,1382004473,3,4,15490
10482493@N05,31,21,1381998443,1382000027,3,4,1584
10486919@N00,32,16,1334694208,1334694208,1,1,0
10589348@N00,33,1,1365817722,1365818418,5,2,696
10589348@N00,33,16,1365817619,1365817619,1,2,0
10749810@N04,34,21,1247124433,1247128624,12,1,4191
10749810@N04,35,21,1250075416,1250089939,2,1,14523
10749810@N04,36,12,1278423308,1278423852,4,1,544
10749810@N04,37,12,1278514436,1278514568,9,1,132
11037560@N04,38,2,1308376102,1308376173,2,3,71
11037560@N04,38,13,1308361705,1308366396,5,3,4691
11037560@N04,38,21,1308369674,1308369674,1,3,0
11037560@N04,39,2,1308454575,1308461617,2,3,7042
11037560@N04,39,16,1308462167,1308462167,1,3,0
11037560@N04,39,21,1308462069,1308462069,1,3,0
11037560@N04,40,21,1315457081,1315457103,2,1,22
11037560@N04,41,2,1337843687,1337843827,2,2,140
11037560@N04,41,21,1337845728,1337845728,1,2,0
11037560@N04,42,1,1339471467,1339471604,4,1,137
11037560@N04,43,2,1355460433,1355460797,5,2,364
11037560@N04,43,21,1355460231,1355460274,2,2,43
11037560@N04,44,1,1370321813,1370321901,2,1,88
11154928@N04,45,6,1256284353,1256290842,10,1,6489
11154928@N04,46,6,1256466403,1256466571,2,1,168
11154928@N04,47,26,1379392236,1379392400,3,1,164
112042056@N06,48,10,1389661660,1389661668,2,1,8
112042056@N06,49,2,1389825809,1389825809,1,4,0
112042056@N06,49,10,1389840625,1389853318,23,4,12693
112042056@N06,49,21,1389852907,1389852927,2,4,20
112042056@N06,49,26,1389854632,1389856405,55,4,1773
113536856@N07,50,1,1171051948,1171051948,1,1,0
11452054@N00,51,19,1109337622,1109337622,1,1,0
11452054@N00,52,10,1109675793,1109675793,1,1,0
11452054@N00,53,19,1149531320,1149531320,1,1,0
11452054@N00,54,19,1155693920,1155693920,1,1,0
11452054@N00,55,2,1158983830,1158983830,1,3,0
11452054@N00,55,13,1158984219,1158985926,9,3,1707
11452054@N00,55,28,1158983420,1158983420,1,3,0
11452054@N00,56,1,1160355057,1160355057,1,2,0
11452054@N00,56,26,1160359965,1160362456,7,2,2491
11452054@N00,57,19,1172950526,1172950614,4,1,88
11452054@N00,58,26,1174247054,1174247134,3,1,80
11452054@N00,59,28,1271683666,1271683666,1,1,0
11452054@N00,60,2,1313573194,1313574679,9,1,1485
11452054@N00,61,9,1358048344,1358048344,1,2,0
11452054@N00,61,10,1358048461,1358048468,2,2,7
11452054@N00,62,7,1358410575,1358410575,1,1,0
11452054@N00,63,19,1377181406,1377181406,1,1,0
11452054@N00,64,12,1396946483,1396946483,1,1,0
11493297@N06,65,25,1276418819,1276418968,2,1,149
11493297@N06,66,10,1276473451,1276473451,1,2,0
11493297@N06,66,25,1276481448,1276496489,2,2,15041
11493297@N06,67,29,1276648887,1276648887,1,1,0
115792155@N07,68,2,1385816400,1385816400,4,1,0
11779319@N07,69,2,1350197792,1350197792,1,1,0
118442207@N03,70,20,1366431003,1366431003,1,1,0
11863277@N00,71,2,1314590377,1314590377,1,1,0
120428168@N03,72,12,1391246447,1391252351,16,1,5904
12067951@N00,73,7,1176709274,1176709274,1,1,0
12113931@N03,74,1,1331030131,1331030171,4,1,40
12113931@N03,75,1,1350295576,1350296251,23,1,675
12176100@N00,76,2,1123476501,1123476501,1,1,0
12364630@N00,77,1,1239500208,1239500272,2,1,64
12463089@N04,78,12,1355272286,1355272286,1,1,0
12463089@N04,79,16,1368092271,1368092271,1,1,0
12491204@N00,80,1,1204585701,1204586028,4,1,327
12491204@N00,81,15,1212119567,1212119567,1,1,0
12814307@N00,82,7,1207360365,1207360395,3,1,30
12832867@N03,83,1,1201261170,1201275228,16,1,14058
12914838@N00,84,26,1174189373,1174201687,5,1,12314
12914838@N00,85,15,1252569564,1252569564,1,1,0
12914838@N00,86,12,1253970237,1253970237,1,1,0
12914838@N00,87,11,1254448001,1254448263,2,1,262
12914838@N00,88,11,1254527203,1254527203,1,1,0
12914838@N00,89,19,1254559275,1254559275,1,1,0
12982579@N00,90,11,1347761188,1347789971,4,5,28783
12982579@N00,90,20,1347787348,1347787387,2,5,39
12982579@N00,90,25,1347778720,1347778915,4,5,195
12982579@N00,90,26,1347768179,1347778480,26,5,10301
12982579@N00,90,28,1347789620,1347789620,1,5,0
13286453@N00,91,16,1329798507,1329798507,1,1,0
13286453@N00,92,16,1371292594,1371292639,2,2,45
13286453@N00,92,21,1371291731,1371291731,1,2,0
