187-21480	1	0	16	
187-21486	1	0	16	
151-17418	13	6	4	
151-17411	6	1	1	6	
162-18806	21	17	17	21	
192-22008	15	24	11	
192-22004	5	12	3	
55-6316	0	8	0	
135-15393	3	9	9	3	
117-13773	7	1	1	
29-3680	2	17	2	
117-13779	10	17	17	
8-788	4	1	12	
118-13805	22	2	2	1	
118-13806	1	4	19	0	8	23	22	
65-7834	3	0	5	
163-18882	0	22	16	
134-15360	11	1	0	
113-13048	9	0	0	
117-13783	1	1	10	
51-5874	19	0	13	
36-4372	3	3	13	
159-18400	4	1	3	
43-4908	15	10	1	
63-7408	0	8	8	4	
14-1494	1	1	25	
196-22454	6	1	19	
30-3739	13	0	0	
195-22360	1	2	14	
196-22452	3	19	4	6	
12-1275	1	1	11	1	
113-12997	0	2	9	
12-1277	25	1	11	
30-3731	13	3	20	20	13	
12-1270	6	1	11	
12-1273	1	7	11	
113-12991	21	7	4	0	
18-2243	1	11	8	
68-8190	0	21	4	1	
29-3545	3	3	0	
35-4137	0	19	0	
26-3077	3	3	2	
102-11773	15	0	0	1	11	15	
26-3075	3	2	3	
26-3072	3	26	25	26	0	0	
130-14983	22	0	13	
196-22535	0	1	4	
196-22532	19	1	6	
161-18553	0	0	10	
30-3748	13	3	0	
30-3747	2	21	4	
30-3741	13	0	0	
83-9524	3	13	13	3	
196-22433	6	1	19	
187-21600	3	11	3	
35-4142	0	2	14	
21-2519	1	11	1	
13-1352	8	20	20	
43-4884	24	10	1	
21-2620	1	1	13	
124-14432	6	6	11	
196-22508	1	1	21	
147-17030	20	1	1	13	
113-13009	9	10	0	
45-5035	1	11	25	
113-13004	0	2	9	
126-14577	10	1	11	
151-17465	0	19	1	
151-17463	6	1	6	
151-17462	13	6	1	11	1	6	
36-4335	2	0	0	
146-16892	6	1	1	12	
13-1420	8	20	20	
124-14404	3	3	13	
150-17361	15	1	11	19	
118-13836	4	1	1	0	
118-13830	0	20	0	1	1	1	4	
68-8146	2	3	3	
65-7867	5	12	3	
18-2048	1	11	8	
18-1965	4	0	8	
119-13923	27	27	27	
113-12975	0	10	9	
96-11178	12	0	2	
113-12979	9	0	0	
76-8967	4	7	7	4	
76-8963	1	1	4	
146-16808	1	11	7	
65-7783	3	3	5	
65-7788	4	4	5	
86-9746	9	5	5	
86-9748	9	21	21	
196-22403	6	1	19	
196-22407	6	1	19	
198-22859	17	2	13	
196-22656	19	1	6	
26-3042	3	2	2	
196-22654	19	1	6	
63-7541	25	1	11	
1-14	1	11	11	1	6	
1-17	6	1	1	
1-13	26	4	0	
141-16263	14	8	8	
96-11088	2	0	0	2	
196-22663	6	1	19	
49-5556	14	27	27	
196-22544	19	1	6	
196-22540	19	1	6	
196-22548	11	1	6	
12-1313	6	1	0	
12-1317	1	4	24	28	5	
12-1315	1	24	1	
26-3038	3	3	2	
187-21492	1	19	0	27	
187-21496	6	0	16	
102-11766	0	21	15	
47-5121	9	28	28	
187-21556	1	0	16	
187-21653	1	0	16	
76-9006	1	1	2	
76-9008	4	0	1	
8-772	12	21	4	
187-21446	1	0	16	
55-6365	0	19	19	4	
117-13764	10	1	1	
79-9121	0	1	3	
117-13760	7	1	1	10	
36-4391	4	1	6	
105-12125	0	19	1	
105-12123	10	2	0	0	
105-12120	0	1	11	1	0	
65-7820	3	0	2	2	5	
98-11333	0	2	14	
29-3603	2	3	3	
116-13686	21	0	0	
187-21449	1	19	0	
164-19004	3	3	4	
147-16959	23	23	0	
1-5	1	1	6	
5-457	1	1	2	
135-15520	3	7	7	9	
168-19371	8	8	0	
65-7896	3	0	2	10	
196-22442	6	1	19	
124-14403	3	3	13	
12-1266	6	1	7	2	1	
65-7951	5	10	3	
65-7952	3	1	5	
12-1280	4	1	11	6	
63-7500	1	4	8	8	0	21	
99-11541	8	4	6	
21-2593	1	11	1	
102-11764	11	1	15	
33-3980	5	1	5	
196-22506	1	1	6	
196-22509	19	1	4	
58-6792	7	28	5	
49-5519	12	27	27	
161-18546	2	0	18	
161-18540	10	2	27	
135-15459	3	9	7	3	
26-2994	3	6	25	6	
96-11031	2	0	0	
30-3754	13	3	20	
38-4513	10	4	1	
55-6339	2	2	10	
38-4519	10	4	1	
113-13124	9	10	0	
196-22595	1	6	6	
196-22597	19	1	6	
43-4894	1	3	1	
196-22592	19	4	1	6	
100-11596	19	1	1	
164-18991	19	3	3	
187-21468	1	0	16	
47-5173	0	9	28	
187-21462	1	0	16	
187-21461	16	0	1	19	
163-18855	12	12	5	
187-21501	1	0	16	
45-5026	3	11	1	
187-21509	1	0	16	
151-17473	1	19	0	2	
113-13010	0	4	19	0	
187-21667	1	0	16	
196-22424	1	1	6	
31-3794	21	4	6	
31-3791	7	4	6	
13-1434	0	0	8	
13-1436	0	20	20	
146-16881	1	11	1	
146-16884	2	0	19	1	
117-13717	10	1	1	
78-9073	0	0	1	
117-13714	5	1	1	
13-1439	4	19	1	
126-14605	1	1	6	
196-22486	6	1	19	
126-14602	0	0	13	
196-22485	6	1	1	4	6	
124-14441	13	6	11	4	4	
68-8159	26	4	0	
68-8157	9	1	1	9	26	
59-6857	20	8	22	
68-8155	9	1	11	
68-8153	0	19	1	1	6	
68-8150	9	4	1	1	
113-13066	9	0	0	
30-3733	10	4	13	
29-3672	3	2	1	3	
113-12994	9	10	0	
29-3677	3	21	21	3	
43-4920	15	1	11	
96-11160	2	20	2	0	
128-14716	11	0	1	
5-462	10	29	29	28	
96-11168	2	0	0	2	
12-1272	6	1	11	7	1	11	
196-22467	11	1	6	
30-3716	24	1	6	
33-4012	5	23	1	
196-22435	6	1	19	
86-9771	4	8	23	
18-2222	1	11	8	
14-1567	25	1	11	
63-7470	2	2	21	
196-22558	1	6	13	
194-22311	26	6	1	
194-22313	1	9	9	
199-22883	13	3	1	11	0	
173-20014	0	22	22	0	
98-11405	20	0	0	
187-21540	1	0	16	
12-1295	29	29	7	1	1	6	6	
187-21542	1	0	16	
113-13111	0	2	2	
18-2127	1	11	8	
80-9239	4	3	20	
192-22025	3	2	3	
105-12113	0	3	6	6	
65-7694	7	5	5	
105-12114	6	3	0	
163-18866	16	0	0	16	
187-21531	1	0	16	
65-7814	5	21	2	5	
187-21537	1	0	16	
36-4312	17	17	18	2	
