20741443@N00-745	9	0	2	
20741443@N00-744	0	8	2	
64834051@N00-4182	10	14	4	
11191102@N07-155	10	4	1	
11191102@N07-157	5	3	13	
11090433@N05-139	15	1	3	2	
86292040@N00-5377	11	14	4	3	2	
9911655@N08-5959	0	8	2	
23908938@N02-1121	5	17	4	
69525052@N06-4345	0	1	2	
91032493@N00-5556	6	4	1	8	2	
39038071@N00-2431	9	1	7	
20741443@N00-884	0	3	8	2	
84987970@N00-5237	15	1	2	
20741443@N00-883	0	3	2	
20741443@N00-880	6	1	2	
23119895@N00-1078	6	14	4	
99127884@N00-5963	0	3	8	
67694608@N00-4284	10	4	1	8	
67194633@N00-4276	4	1	16	
14391210@N00-379	9	1	2	
26736723@N00-1335	10	14	4	
43139087@N00-2703	6	12	2	
60597745@N00-3932	10	1	8	
9025385@N07-5539	6	4	12	2	
32827327@N03-1786	9	5	27	12	7	2	
75450299@N07-4580	0	1	8	
66922282@N00-4271	1	3	8	
32934461@N00-1792	14	4	0	2	
51260381@N05-3556	6	7	2	
50542255@N00-3469	6	4	8	
84518681@N00-5073	10	14	4	
57519914@N00-3767	6	14	4	1	8	
84987970@N00-5337	15	0	1	3	8	
84987970@N00-5256	0	1	3	
65438265@N00-4198	6	4	1	2	
84987970@N00-5228	15	0	3	
34211328@N00-1931	0	1	3	
82845843@N04-5022	9	5	13	
23908938@N02-1118	6	4	8	2	
23908938@N02-1117	10	1	2	
25802393@N02-1281	10	6	14	4	3	2	
98715075@N00-5932	0	1	3	
99771506@N00-5981	19	6	5	17	0	3	16	2	
20342758@N00-681	10	14	4	3	12	8	2	
23269969@N00-1082	9	14	4	2	
20741443@N00-898	14	4	2	
15205252@N00-472	19	24	21	
61377999@N03-3967	9	0	1	
62373848@N00-4004	10	4	8	
89613559@N07-5530	6	14	4	
96684313@N00-5856	6	14	2	
35468159247@N01-2196	9	4	0	12	2	
44359705@N07-2896	10	4	0	2	
70554294@N00-4408	4	1	8	16	2	
20741443@N00-729	6	0	1	3	8	
34211328@N00-1934	6	14	4	
11349639@N00-169	10	4	2	
63706803@N00-4132	1	3	16	
81471618@N06-4972	0	3	8	
